label,slug,title,discountPrice,soldQuantity,quantity,brand,series,totalRating,features,color,Năm ra mắt,Xuất xứ,Loại card đồ họa,Loại CPU,Dung lượng RAM,Loại RAM,Mô tả ram,Ổ cứng,Dung lượng ổ cứng,Tần số quét,Chất liệu tấm nền,Kích thước màn hình,Công nghệ màn hình,Độ phân giải màn hình,Công nghệ âm thanh,Chất liệu,Kích thước,Trọng lượng,Tính năng đặc biệt,Loại đèn bàn phím,Bảo mật,Webcam,Hệ điều hành,Pin,Wi-Fi,Bluetooth,Cổng giao tiếp
Văn phòng,laptop-asus-zenbook-14-oled-ux3405ma-pp152w,Laptop ASUS Zenbook 14 OLED UX3405MA-PP152W,31490000,20,14,asus,zenbook,4.8,"Màn hình OLED ASUS Lumina sống động, tạo ra hình ảnh sắc nét và màu sắc đẹp mắt Bộ nhớ RAM 32GB LPDDR5X chạy nhiều tác vụ, ứng dụng cùng một lúc mà không lo bị giật lag Bộ vi xử lý Intel® Core™ Ultra 7 giúp máy tính đạt hiệu suất cao và xử lý nhanh chóng Bộ loa Siêu tuyến tính mới mang lại âm thanh mạnh mẽ, cung cấp trải nghiệm nghe nhạc và xem phim chất lượng cao Màn hình với tốc độ làm mới 120 Hz, cung cấp khả năng hiển thị càng nhiều khung hình mỗi giây",Xanh dương,2023,Đài Loan,Intel® Arc™ Graphics,Intel® Core™ Ultra 7 155H,32GB,LPDDR5X Onboard,32GB LPDDR5X Onboard,1TB M.2 NVMe™ PCIe® 4.0 SSD,1TB,120 Hz,Tấm nền Oled,14 inches,Thời gian phản hồi 0.2ms  Độ sáng tối đa 600nits HDR Độ phủ màu 100% DCI-P3 Display HDR True Black 600 1.07 tỷ màu PANTONE Validated Glossy display Giảm ánh sáng xanh 70%,2880 x 1800 pixels,Công nghệ Smart AmpLoa tích hợpMicrophone mảng tích hợpharman/kardon (Cao cấp),,31.24 x 22.01 x 1.49 ~ 1.49 cm (W x H x D),1.20 kg,"Wi-Fi 6, Công nghệ Intel Gaming, Màn hình Oled",,McAfee® trong 30 ngàyWebcam IR hỗ trợ Windows HelloMcAfee®Mô-đun Nền Tảng Tin Cậy (TPM) 2.0,,Windows 11 Home,"75WHrs, 2S2P, 4-cell Li-ion",Wi-Fi 6E(802.11ax) (Dual band) 2*2,Bluetooth 5.3,1x USB 3.2 Gen 1 Type-A2x Thunderbolt™ 4 hỗ trợ hiển thị / sạc1x HDMI 2.1 TMDS1x 3.5mm Combo Audio Jack
Văn phòng,laptop-asus-expertbook-b1402cba-nk2669w,Laptop ASUS Expertbook B1402CBA-NK2669W,12990000,93,91,asus,expertbook,1.0,"Trang bị bộ vi xử lý Intel Core i5 mạnh mẽ, giúp xử lý hiệu quả các tác vụ từ cơ bản đến phức tạp Hỗ trợ RAM 16GB và ổ cứng SSD 512GB, cho máy hoạt động nhanh chóng và mượt mà Laptop có màn hình 14 inch với độ phân giải Full HD, cho phép xem phim, duyệt web hay chỉnh sửa ảnh cơ bản rõ ràng, sắc nét Thiết kế phần vỏ máy cứng cáp, tạo nên một cấu trúc vững chắc và không kém phần sang trọng",Đen,2022,Đài Loan,Intel UHD Graphics,"Intel Core i5-1235U (1.7 GHz, 12M Cache, up to 4.4 GHz, 12 lõi)",16GB,DDR4 Onboard,16GB DDR4 Onboard,512GB M.2 2280 NVMe PCIe 4.0 SSD,512GB,60 Hz,Tấm nền TN,14 inches,Độ sáng 250 nits  Độ phủ màu NTSC: 45% Màn hình chống chóiTỷ lệ tương phản 500:1,1920 x 1080 pixels (FullHD),Audio by Dirac Loa tích hợp Micrô mảng tích hợp,Vỏ nhựa,32.69 x 21.45 x 1.99 ~ 1.99 cm (W x H x D),1.49 kg,"Wi-Fi 6, Bảo mật vân tay",,Cảm biến vân tay tích hợp Touchpad  Khe cắm bảo mật Kensington Nano (6x 2.5mm) Khởi động BIOS Bảo vệ mật khẩu người dùng Mật khẩu người dùng thiết lập BIOS Máy tính đã sẵn sàng từ BIOS Bảo vệ và bảo mật mật khẩu người dùng HDD Mô-đ,,Windows 11 Home,"42WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6 (802.11ax) (Dual band) 2*2,Bluetooth 5.2,"1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-A 1x USB 3.2 Gen 1 Type-C (Sạc) 1x USB 3.2 Gen 2 Type-C (display / Sạc) 1x HDMI 1.4, up to 1920x1080/60Hz 1x 3.5mm Combo Audio Jack 1x RJ45 Gigabit Ethernet"
Văn phòng,laptop-asus-vivobook-15-oled-a1505va-ma468w,Laptop ASUS Vivobook 15 OLED A1505VA MA468W,17990000,43,12,asus,vivobook,3.5,"Màn hình OLED 2.8K với tần số quét 120Hz cho hình ảnh sắc nét, màu sắc rực rỡ và chuyển động mượt mà. Card đồ họa Intel Iris Xe Graphics cho hiệu năng mạnh mẽ để xử lý các tác vụ đa nhiệm, chỉnh sửa ảnh, video đơn giản và chơi game nhẹ. Công nghệ âm thanh SonicMaster - Mang đến âm thanh sống động và chi tiết. Với thiết kế mỏng nhẹ chỉ 1.7kg dễ dàng mang theo bên mình, đồng thời vẫn đảm bảo độ bền bỉ và chắc chắn.",Đen,2022,Singapore,Intel Iris Xe Graphics,"Intel Core I5-13500H 2.6 GHz (18MB Cache, up to 4.7 GHz, 12 lõi, 16 luồng)",16GB,DDR4 (8GB onboard + 8GB SO-DIMM),16GB DDR4 (8GB onboard + 8GB SO-DIMM) 1 khe DDR4 SO-DIMM,512GB M.2 NVMe PCIe 3.0 SSD,512GB,120Hz,Tấm nền Oled,15.6 inches,16:9Độ sáng tối đa HDR 600 nitsĐộ phủ màu 100% DCI-P3tỷ lệ tương phản 1.000.000:1HDR True Black 6001.07 tỷ màuÁnh sáng xanh ít gây hại hơn 70%Chứng nhận TÜV Rheinland SGS Màn hình chăm sóc mắt,2880 x 1620 pixels,SonicMaster Built-in speaker  Built-in array microphone,Vỏ nhựa,35.68 x 22.76 x 1.99 ~ 1.99 cm (W x H x D),1.70 kg,"Wi-Fi 6, Bảo mật vân tay, Màn hình Oled",,Mở khóa bằng vân tayMcAfee Dùng thử miễn phí 30 ngày  McAfee BIOS Khởi động bằng mật khẩu người dùng Bảo vệ mật khẩu người dùng  Thiết lập BIOS mật khẩu người dùng  Mô-đun nền tảng đáng tin cậy (Firmware TPM),,Windows 11 Home,"50WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6E(802.11ax) (Dual band) 1*1,Bluetooth 5.3,1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-C (Hỗ trợ sạc) 2x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x DC-in
Văn phòng,laptop-asus-vivobook-s-16-oled-s5606ma-mx051w,Laptop ASUS VivoBook S 16 OLED S5606MA-MX051W,26890000,94,83,asus,vivobook,0.0,"Trải nghiệm hình ảnh sắc nét, mượt mà và sống động với tấm nền OLED 3.2K tần số quét 120Hz. Chip AI Intel Core Ultra 7 đảm bảo hiệu năng xử lý mọi tác vụ mượt mà & nhanh chóng. 16GB RAM và 512GB SSD cho khả năng xử lý đa nhiệm mượt mà, chơi game và làm việc đồ họa chuyên nghiệp. Thiết kế mỏng nhẹ trong khung máy hoàn toàn bằng kim loại cho tính di động tuyệt đối.",Xanh,2021,Nhật Bản,Intel Arc Graphics,"Intel Core Ultra 7 155H 1.4 GHz (24MB Cache, up to 4.8 GHz, 16 lõi, 22 luồng)",16GB,LPDDR5X Onboard,16GB LPDDR5X Onboard,512GB M.2 NVMe PCIe 4.0 SSD,512GB,120Hz,Tấm nền Oled,16 inches,Độ sáng tối đa 600nits HDRGam màu 100% DCI-P3Tỷ lệ tương phản 1.000.000:1Ánh sáng xanh ít gây hại hơn 70%TÜV Rheinland-certified1.07 tỷ màu,3200 x 2000 pixel (WQHD+),"Smart Amp Technology, harman/kardon",Vỏ kim loại,"35.36 x 24.69 x 1.39 ~ 1.59 cm (13.92"" x 9.72"" x 0.55"" ~ 0.63"")",1.50 kg,"Wi-Fi 6, Màn hình Oled",RGB 1 vùng,McAfee 30 ngày dùng thử miễn phí  Webcam IR với Windows Hello McAfee  BIOS thiết lập mật khẩu người dùng  Mô-đun nền tảng đáng tin cậy (Firmware TPM),Camera FHD có chức năng IR hỗ trợ Windows Hello Màn trập camera,Windows 11 Home,"75WHrs, 4S1P, 4-cell Li-ion",Wi-Fi 6E(802.11ax) (Dual band) 2*2,Bluetooth 5.3,2x USB 3.2 Gen 1 Type-A2x Thunderbolt™ 4 supports display / power delivery1x HDMI 2.1 TMDS1x 3.5mm Combo Audio JackĐầu đọc thẻ Micro SD
Văn phòng,laptop-hp-pavilion-15-eg2083tu-7c0w9pa,Laptop HP Pavilion 15-EG2083TU 7C0W9PA,14990000,19,40,hp,pavilion,0.0,"Phù hợp với các đối tượng văn phòng, doanh nghiệp, học sinh - sinh viên bởi hiệu suất ổn định với chip Intel Core i5-1240P  Mượt mà hơn với RAM 8GB đa nhiệm và ổ cứng SSD 512GB lưu trữ thoải mái Kết nối Wi-Fi 6 nhanh gấp x 3 Wi-Fi 5 cho phép làm việc không bị gián đoạn trong môi trường đông đúc như văn phòng công ty, quán cafe Tấm nền IPS trên màn hình rộng 15.6 inches cho trải nghiệm màu sắc chân thực, thoải mái Cho phép kết nối nhanh chóng với những thiết bị khác nhờ bluetooth 5.2",Bạc,2021,Singapore,Intel Iris Xe Graphics,Intel Core i5-1240P thế hệ thứ 12,8GB,DDR4 3200MHz,8GB DDR4 3200MHz  2 khe (4GB + 4GB),512GB SSD M.2 NVMe,512GB,,Tấm nền IPS,15.6 inches,"15.6"" ( 1920 x 1080 ) Full HD, IPS",1920 x 1080 pixels (FullHD),,,36.02 x 23.4 x 1.79 cm,1.7 kg,Wi-Fi 6,,,HD webcam,Windows 11 Home SL,3 cell 41 Wh,WiFi 802.11ax (Wifi 6),v5.2,"1 x HDMI1 x USB Type C / DisplayPort / Power Delivery2 x USB 3.2,  Audio combo"
Văn phòng,laptop-hp-pavilion-x360-14-ek2017tu-9z2v5pa,Laptop HP Pavilion X360 14-EK2017TU 9Z2V5PA,23490000,71,47,hp,pavilion,0.0,"Trang bị bộ vi xử lý Intel Core 5-120U, đảm bảo hiệu năng ổn định cho công việc văn phòng và học tập. Máy sở hữu bộ nhớ RAM 16GB giúp đa nhiệm mượt mà, không gặp tình trạng giật lag khi mở nhiều ứng dụng. Ổ cứng SSD PCIe 512GB mang đến không gian lưu trữ rộng rãi cùng tốc độ truy xuất dữ liệu nhanh chóng. Màn hình cảm ứng 14 inch Full HD kết hợp với bút cảm ứng cho phép người dùng vẽ, ghi chú và tương tác trực tiếp một cách thuận tiện. Thiết kế xoay gập 360 độ linh hoạt cho phép sử dụng ở nhiều chế độ khác nhau.",Bạc,2024,Đài Loan,,Intel Core 5 120U (10 lõi) - Max Turbo Frequency: 5.00 GHz,16GB,DDR4 3200MHz Onboard,16GB DDR4 3200MHz Onboard,512GB SSD PCIe (M.2 2280),512GB,,Tấm nền IPS,14 inches,,1920 x 1080 pixels (FullHD),Âm thanh độ nét cao Realtek,,32.2 x 21 x 1.99 cm (Dài x Rộng x Dày),1.4 kg,"Viền màn hình siêu mỏng, Wi-Fi 6, Màn hình cảm ứng, Xoay gập 360 độ (2 in 1)",,"Mật khẩu quản trị viên, Mật khẩu bật nguồn, TPM",Camera HD HP Wide Vision có micrô mảng,Windows 11 Home Single Language 64-bit,3 Cell Int (43.3Wh),802.11 ax,Bluetooth 5.3,2 x USB 3.2 Gen 1 Type-A 1 x USB 3.2 Gen 2 Type-C (hỗ trợ Power Delivery/DisplayPort/HP Sleep & Charge) 1 x HDMI 1 x giắc cắm âm thanh kết hợp Tai nghe/Micrô
Văn phòng,laptop-lenovo-thinkpad-e16-gen-1-21jn00gjvn,Laptop Lenovo ThinkPad E16 Gen 1 21JN00GJVN,18990000,25,98,lenovo,thinkpad,3.1,"Trang bị bộ xử lý Intel Core i5-13420H, cho hiệu năng mạnh mẽ trong công việc và giải trí. Màn hình 16 inch với độ phân giải WUXGA cung cấp không gian làm việc rộng rãi và hình ảnh sắc nét. Bộ nhớ RAM 8GB và ổ cứng SSD 512GB PCIe đảm bảo khả năng đa nhiệm mượt mà và tốc độ khởi động, truy xuất dữ liệu nhanh chóng. Thiết kế màu đen đặc trưng của dòng ThinkPad mang đến vẻ ngoài chuyên nghiệp và sang trọng, phù hợp với môi trường công sở.",Đen,2021,Hàn Quốc,Intel UHD Graphics,"Intel Core i5-13420H, 8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",8GB,DDR4-3200 Onboard,8GB DDR4-3200 Onboard 1 khe DDR4 SO-DIMM (nâng cấp tối đa 40GB (8GB hàn + 32GB SO-DIMM) DDR4-3200),512GB SSD M.2 2242 PCIe 4.0x4 NVMe Opal 2.0 (Hai khe cắm M.2 nâng cấp tối đa 1TB),512GB,,Tấm nền IPS,16 inches,Độ sáng 300nits Độ phủ màu 45% NTSCMàn hình chống chói,1920 x 1200 pixels (WUXGA),"Âm thanh độ nét cao (HD) Bộ giải mã Synaptic CX11880 Loa stereo, 2W x2 Dolby Atmos",Vỏ kim loại,356.1 x 247.7 x 19.85 mm (W x D x H),1.81 kg,"Wi-Fi 6, Bảo mật vân tay, Nhận diện khuôn mặt",Có đèn nền,Discrete TPM 2.0 Enabled,FHD 1080p + IR Hybrid với Màn trập riêng tư,Windows 11 Home Single Language,47Wh,"Intel Wi-Fi 6 AX201, 802.11ax 2x2",Bluetooth 5.1,"1x USB 2.0 1x USB 3.2 (Always On) 1x USB-C 3.2 (Truyền dữ liệu, Sạc, DisplayPort 1.4) 1x Thunderbolt 4 / USB4 (Truyền dữ liệu, Sạc, DisplayPort 1.4) 1x HDMI 2.1, up to 4K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x RJ-45"
Văn phòng,laptop-dell-inspiron-15-3530-p16wd,Laptop Dell Inspiron 15 3530 P16WD,22490000,80,10,dell,inspiron,2.0,"Trang bị bộ vi xử lý Intel Core i7-1355U, đảm bảo hiệu năng mạnh mẽ. RAM 16GB cho khả năng đa nhiệm tốt, ổ cứng SSD PCIe 1TB cung cấp không gian lưu trữ rộng rãi và tốc độ truy xuất nhanh. Màn hình 15.6 inch Full HD với tần số quét 120Hz, cho hình ảnh mượt mà. Thiết kế màu bạc sang trọng, phù hợp với môi trường làm việc chuyên nghiệp.",Bạc,2023,Nhật Bản,Intel Iris Xe Graphics,Intel Core i7-1355U (10 lõi) - Max Turbo Freque,16GB,DDR4 2666Mhz,16GB DDR4 2666Mhz 2 x 8GB DDR4,1TB SSD PCIe (M.2 2230) - combo M.2 2230/2280,1TB,120 Hz,Tấm nền WVA,15.6 inches,Màn hình chống chói,1920 x 1080 pixels (FullHD),Realtek Audio,,35.850 x 23.556 x 1.696 ~ 1.899 cm (L x W x H),1.716 kg,Wi-Fi 6,,"Mật khẩu quản trị, Mật khẩu hệ thống, Mật khẩu SSD M.2 PCIe, Bảo mật TPM 2.0",HD WebCam có micrô,Windows 11 Home Single Language 64-bit + Office Home & Student 2021,4 Cell Int (54Wh),802.11 ax,Bluetooth 5.3,1 x USB 2.0 Type-A 1 x USB 3.2 Gen 1 Type-A 1 x USB 3.2 Gen 1 Type-C SD-Card1 x Headphone
Văn phòng,laptop-msi-modern-14-c12mo-660vn,Laptop MSI Modern 14 C12MO-660VN,11990000,13,72,msi,modern,4.5,"Thiết kế gọn nhẹ chỉ 1.4kg cơ động sẵn sàng theo bạn đi khắp nơi CPU Intel Core i5-1235U giải quyết nhanh gọn mọi tác vụ văn phòng RAM 16GB kết hợp ổ cứng 512GB SSD cho hiệu suất nhanh chóng, lưu trữ thoải mái Màn hình 14 inch Full HD cùng tấm nền IPS cho khả năng hiển thị sắc nét",Đen,2022,Đài Loan,Intel Iris Xe Graphics,"Intel Core i5-1235U (10 lõi / 12 luồng, Up to 4.4GHz)",16GB,DDR4 3200MHz Onboard,16GB DDR4 3200MHz Onboard,512GB SSD M.2 PCIe NVMe Gen3 x4,512GB,,Tấm nền IPS,14 inches,"Chống chói, góc mở 180 độ",1920 x 1080 pixels (FullHD),Hi-Res Audio,,320 x 223 x 19.5 mm,1.4 kg,Wi-Fi 6,LED trắng,,HD Camera (30FPS 720P),Windows 11 Home,39Wh,Wi-Fi 6 802.11 ax,Bluetooth 5.2,1x USB 3.2 Gen2 Type-A 2x USB 2.0 1x USB Type-C (tích hợp Display Port) hỗ trợ sạc PD 1x HDMI (4K 60Hz) 1x Đầu đọc thẻ MicroSD 1x Mic-in/ Headphone-out combo jack
Văn phòng,laptop-lenovo-thinkbook-14-g6-abp-21kj005hvn,Laptop Lenovo ThinkBook 14 G6 ABP 21KJ005HVN,18490000,90,0,lenovo,thinkbook,1.0,"Bộ vi xử lý AMD Ryzen 7-7730U mang lại hiệu năng ổn định cho các tác vụ văn phòng và đa nhiệm. 16GB RAM DDR4 đáp ứng tốt nhu cầu sử dụng đa nhiệm của người dùng. Ổ cứng SSD 512GB PCIe cung cấp tốc độ khởi động và truy xuất nhanh chóng. Màn hình 14 inch WUXGA (1920 x 1200) cho hình ảnh sắc nét và chân thực. Thiết kế vỏ máy bằng kim loại màu xám, kiểu dáng thanh lịch, phù hợp văn phòng.",Xám,2023,Hàn Quốc,AMD Radeon Graphics,"AMD Ryzen 7 7730U (8C / 16T, 2.0 / 4.5GHz, 4MB L2 / 16MB L3)",16GB,DDR4-3200,"16GB DDR4-3200 2 khe (1 x 16GB + 1 khe trống, nâng cấp tối đa 64GB)","512GB SSD M.2 2280 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, nâng cấp lên đến 2TB)",512GB,,Tấm nền IPS,14 inches,Độ sáng 300nits Màn hình chống chóiĐộ phủ màu 45% NTSC,1920 x 1200 pixels (WUXGA),"Âm thanh độ nét cao (HD) Bộ giải mã Realtek ALC3287 Loa stereo, 2W x2 Dolby Audio",Vỏ kim loại,313.5 x 224 x 16.9 mm (W x D x H),1.38 kg,"Wi-Fi 6, Bảo mật vân tay",,Firmware TPM 2.0 Enabled,FHD 1080p với màn trập camera,Windows 11 Home Single Language,45Wh,"Wi-Fi 6E, 802.11ax 2x2",Bluetooth 5.3,"1x USB 3.2 Gen 1 1x USB 3.2 Gen 1 (Always On) 2x USB-C 3.2 Gen 2 (Truyền dữ liệu, Power Delivery 3.0 and DisplayPort 1.4) 1x HDMI 2.1, up to 4K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Đầu đọc thẻ SD"
Văn phòng,laptop-dell-latitude-3540-71038100,Laptop Dell Latitude 3540 71038100,16490000,79,83,dell,latitude,4.7,"Trang bị vi xử lý Intel Core i5-1235U, mang lại hiệu suất mạnh mẽ cho các tác vụ văn phòng và đa nhiệm. Với 16GB RAM và ổ cứng 512GB PCIe, máy cho phép người dùng lưu trữ nhiều dữ liệu và chạy nhiều ứng dụng cùng lúc mà không gặp lag. Màn hình 15.6 inch Full HD cung cấp hình ảnh sắc nét và màu sắc sống động, lý tưởng cho công việc và giải trí. Thiết kế màu xám thanh lịch, phù hợp cho môi trường làm việc chuyên nghiệp và dễ dàng di chuyển.",Xám,2023,Nhật Bản,Intel Iris Xe Graphics,"Intel Core i5-1235U (12 MB cache, 10 lõi, 12 luồng, up to 4.40 GHz Turbo)",16GB,DDR4 3200 MT/s,16GB DDR4 3200 MT/s 2 x 8GB (Hỗ trợ nâng cấp tối đa 64GB),"512GB, M.2 2230, QLC PCIe Gen 4 NVMe (1 thanh ổ cứng, hỗ trợ nâng cấp, tối đa 1TB)","512GB,",60 Hz,Tấm nền IPS,15.6 inches,Màn hình chống chóiĐộ sáng 250 nit Độ phủ màu NTSC 45%,1920 x 1080 pixels (FullHD),,Vỏ nhựa,359 x 239.69 x 18.13 mm (Dài x Rộng x Dày),1.81 kg,Wi-Fi 6,Không,Mật khẩu,"Camera FHD, Giảm nhiễu tạm thời, Màn trập camera","Windows 11 Home, Single Language English","3 cell, 42 Wh, có khả năng sạc nhanh","Wi-Fi 6E (6 if 6E unavailable) AX211, 2x2, 802.11ax",Bluetooth 5.3,1x  RJ 45 Flip-down 10/100/1000 Mbps 1x USB 3.2 Gen 2 Type-C (Sạc / DisplayPort Alt) 1x USB 3.2 Gen 1 với PowerShare 2x USB 3.2 Gen 1 1x Cổng âm thanh đa năng 1x HDMI 1.4 1x Khe cắm thẻ microSIM 1x Khe khóa hình nêm
Văn phòng,laptop-dell-inspiron-14-5440-n5440-c5u165w11ibd2,Laptop Dell Inspiron 14 5440 N5440-C5U165W11IBD2,24690000,37,97,dell,inspiron,2.8,"Trang bị vi xử lý Intel Core i5-120U, mang đến hiệu suất ổn định cho các tác vụ văn phòng và giải trí. Với 16GB RAM và ổ cứng SSD 512GB, người dùng có không gian lưu trữ tốt và tốc độ truy xuất dữ liệu nhanh chóng. Card đồ họa rời 2GB MX570A giúp xử lý mượt mà các ứng dụng đồ họa và game nhẹ. Màn hình 14.0 inch với độ phân giải 2.2K cung cấp hình ảnh sắc nét và màu sắc sống động, nâng cao trải nghiệm xem.",Xanh,2023,Đài Loan,NVIDIA GeForce MX570A 2GB GDDR6,"Intel Core 5 120U (12MB Cache, 1.40GHz and up to 5.0 GHz)",16GB,DDR5,"16GB DDR5 2 khe (2x 8GB, nâng cấp tối đa 32GB)",512GB M.2 PCIe NVMe SSD,512GB,60 Hz,Tấm nền IPS,14 inches,Màn hình chống chói  Hỗ trợ ComfortView Plus,2240 x 1400 pixels,Realtek ALC3254,Vỏ nhựa - nắp lưng kim loại,31.4  x 22.6 x 1.5 - 1.7 cm (Dài x Rộng x Dày),1.65 kg,"Wi-Fi 6, Bảo mật vân tay","Có, 1 màu (trắng)",,,Windows 11 Home + Office Home & Student 2021,"Pin liền, 4-Cell Battery, 54WHr (Integrated)",WiFi 802.11ax 2x2,Bluetooth 5.3,2x USB 3.2 Gen 1 (5 Gbps) 1x USB 3.2 Gen 2 (10 Gbps) Type-C (Sạc / DisplayPort 1.4) 1x Headset (headphone and microphone combo) 1x HDMI 1.4 1x SD-card
Văn phòng,laptop-lenovo-thinkbook-14-g6-irl-21kg00bqvn,Laptop Lenovo ThinkBook 14 G6 IRL 21KG00BQVN,20490000,88,57,lenovo,thinkbook,0.0,"Laptop có màu xám sang trọng, phù hợp với môi trường làm việc chuyên nghiệp. Màn hình 14.0 inch WUXGA mang đến hình ảnh rõ ràng và chi tiết, lý tưởng cho việc xem phim và làm việc. Trang bị bộ vi xử lý Intel Core i7-1355U và RAM 16GB, laptop xử lý mượt mà các tác vụ đa nhiệm. Ổ cứng 512GB PCIe cho phép khởi động nhanh và lưu trữ dữ liệu hiệu quả. Chạy trên Windows 11, mang lại trải nghiệm người dùng mượt mà và đầy đủ tính năng.",Xám,2021,Nhật Bản,Intel Iris Xe Graphics,"Intel Core i7-1355U, 10C (2P + 8E) / 12T, P-core 1.7 / 5.0GHz, E-core 1.2 / 3.7GHz, 12MB",16GB,DDR5-5200,16GB DDR5-5200 2x 8GB SO-DIMM DDR5-5200 (Nâng cấp tối đa 64GB),"512GB SSD M.2 2280 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, nâng cấp đến 2TB)",512GB,,Tấm nền IPS,14 inches,Độ sáng 300nitsMàn hình chống chóiĐộ phủ màu 100% sRGB,1920 x 1200 pixels (WUXGA),"Âm thanh độ nét cao (HD) Bộ giải mã Realtek ALC3287 Loa stereo, 2W x2 Dolby Audio",Vỏ kim loại,313.5 x 224 x 16.9 mm (W x D x H),1.38 kg,"Wi-Fi 6, Bảo mật vân tay",,Firmware TPM 2.0 Enabled,FHD 1080p với màn trập camera,Windows 11 Home Single Language,45Wh,"Wi-Fi 6E, 802.11ax 2x2",Bluetooth  5.3,"2x USB 3.2 Gen 1 1x USB-C (Truyền dữ liệu, Sạc, DisplayPort 1.4) 1x Thunderbolt 4 / USB4 (Truyền dữ liệu, Sạc, DisplayPort 1.4) 1x HDMI 2.1, up to 4K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x RJ-45 1x Đầu đọc thẻ SD"
Văn phòng,laptop-lenovo-ideapad-slim-3-14irh8-83el0023vn,Laptop Lenovo Ideapad Slim 3 14IRH8 83EL0023VN,17190000,38,46,lenovo,ideapad,0.0,"Trang bị bộ vi xử lý Intel Core i7-11320H cho phép bạn chạy mượt mà các ứng dụng nặng và đòi hỏi nhiều sức mạnh xử lý RAM 16GB cho phép bạn xử lý nhiều tác vụ cùng một lúc mà không gặp bất kỳ vấn đề nào về độ trễ Ổ cứng SSD PCIe dung lượng 512GB cung cấp tốc độ đọc và ghi dữ liệu nhanh, giúp máy khởi động và tải các ứng dụng nhanh chóng Màn hình 14.0 inch Full HD, mang lại hình ảnh sắc nét và màu sắc trung thực, phù hợp cho việc xem phim, làm việc và chơi game nhẹ",Xám,2021,Hàn Quốc,Intel UHD Graphics,"Intel Core i7-13620H (10 lõi (6P + 4E) / 16 luồng, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB)",16GB,LPDDR5-4800 Onboard,16GB LPDDR5-4800 Onboard,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Hỗ trợ nâng cấp tối đa 1TB M.2 2242 SSD),512GB,,Tấm nền IPS,14 inches,Độ sáng 300nits  Màn hình chống chói,1920 x 1080 pixels (FullHD),"Âm thanh độ phân giải cao (HD) Loa âm thanh nổi hướng về phía người dùng, 1,5W x2 Dolby Audio",Vỏ nhựa,324.3 x 213.8 x 17.9 mm (W x D x H),1.37 kg,"Wi-Fi 6, Nhận diện khuôn mặt",,Firmware TPM 2.0 Enabled,HD 720p với màn trập camera,Windows 11 Home Single Language,47Wh,"Wi-Fi 6, 11ax 2x2",Bluetooth 5.2,"2x USB 3.2 Gen 1 1x USB-C 3.2 Gen 1 (Truyền dữ liệu, Sạc và DisplayPort 1.2) 1x HDMI 1.4 1x Headphone / microphone combo jack (3.5mm) 1x Đầu đọc thẻ 1x Đầu nối nguồn"
